MANDT,KUNNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,SWIFT,IBAN
100,0000001614,CN,58201807,1424464290,,,,Moura da Conceição - ME,PEMRDE4G4S2,DE08039073522158726872
100,0000000421,AT,32266508,8465452338,,,,"Diaz, Knapp and Parker",IGFUGBG4,GB64ZFJB27662676466966
100,0000000940,ES,23990516,1788320213,,,,Griffiths Ltd,CYELFRUNCE7,GB42XMWB34815721097211
100,0000001583,AT,35332469,2197971122,,,,Lefebvre et Fils,PWHCGB9Y,FR5592028978121422798474399
100,0000000150,DE,89082110,9801772961,,,,Textor,ZFTOGBECEC0,GB39VRLX17696287820032
100,0000000212,NL,63634535,1344010990,,,,Jacobi Jäckel AG,YOUSGBUP07Q,GB44JATE58406454538441
100,0000000960,MX,17802563,5547669458,,,,Peron,JBPZGB3Y,DE17534820002538526386
100,0000001759,FR,97779134,0540556665,,,,"Jackson, Poole and Green",MUIBDE84,FR1055019656494468468082801
100,0000001010,US,20311130,1356356405,,,,Weihmann Heidrich GmbH & Co. KG,CSNVFRN0,GB39ZWCN36446230449329
100,0000000954,ES,26659882,2204572189,,,,Silveira S.A.,TZKIGBIH,DE06042509939836239481
100,0000001627,AU,86914441,5439993421,,,,Wilms KG   ,MXZIFROS3P7,GB87KCBP72642593820255
100,0000001602,AU,70422515,4700838749,,,,佐藤保険有限会社,OMWRGB0V,GB41LGDC57941013446835
100,0000000079,MX,61853817,5138374144,,,,株式会社伊藤銀行   ,WJEMDEX48TX,GB31GQCT47315933550944
100,0000000397,CN,75259652,8073314862,,,,Young-Alvarado   ,UMWSGBNQL01,FR4503369304136737100239717
100,0000001443,AU,80834330,2394746370,,,,Martinez SA,EHWNDEJB,GB18QDEB52077349176890
200,0000001773,GB,80767898,6087377729,,,,Butler-Henson,JYFOGB6L,GB57OVWC11117318067226
100,0000001090,CH,81366924,5916278779,,,,"Baker, Carr and Watson",ZCWZFR31LH7,GB23UYKJ00845397001983
100,0000000644,IT,88263357,4367931129,,,,Boyer Berger S.A.R.L.,DZYNGB06,FR8536438681610789560284669
200,0000001627,CA,26481149,0508816188,,,,Mullins and Sons,NLKAGBWLLK7,FR0845530738329254196904828
100,0000001791,ES,40664725,4271504457,,,,Lopes Perez SA,BXSMGBKK1E5,GB16NATG64676337326101
100,0000001284,IN,22058582,9193865259,,,,Briemer GmbH,FWEXDEVW,GB77BNPY71855156340897
100,0000001324,AU,57116591,1348590205,,,,株式会社佐藤鉱業,VGWHGBQW,FR4734153460631864235862932
100,0000000618,BR,99406464,7894743238,,,,Burns-Miller,TOXHGBP2,GB72MPLQ16412714924163
100,0000000401,BE,30624665,3422725723,,,,Mohaupt,XEJAFRT6,GB33DSCU47529861490274
100,0000001229,CA,94450911,1072522780,,,,Juncken,LLESGBFH,GB86FUZJ23210984366025
100,0000001727,BE,87777092,7824945606,,,,Silveira,LKQKDEV0,FR9040786354080215687813844
100,0000000524,SE,71594632,3997013119,,,,Bruce Ltd,SLIVFRVI4JO,GB27FELO13389762920773
100,0000000237,CA,17103887,5647009591,,,,合同会社山本銀行   ,IITCGBWP,FR5567557422573712451494736
100,0000001971,SE,68162788,1066752539,,,,Melo da Cunha - ME,FDAFGB6T,FR1244225776097834532047519
100,0000001403,JP,02459050,4571109680,,,,Scholz Thies GbR   ,VCCTGB082WL,DE94803888276871012493
100,0000000622,IT,06261160,8855169293,,,,"Fraser, Wilkins and Whittaker",DQKAFRBI,DE73677748873416733776
100,0000000598,KR,15939009,6775658454,,,,Chauveau,BUOXGBRVY4C,GB87THUV89695318898478
100,0000001586,DE,31150451,1784114662,,,,Thierry SA   ,IPPNGBX1E3N,GB92SKAD28581764007431
100,0000000908,CH,44159258,6260770163,,,,Rust Mans AG & Co. KGaA,QVYFGB7OFXZ,DE84066415123145560571
100,0000001018,NL,95210517,4316490507,,,,Gehringer,HWYOGBTXCPD,DE44027034715366080895
100,0000000054,CN,16836887,5750435153,,,,Costela   ,CADXGB238OQ,FR0921879824639304111210178
100,0000000100,JP,62383089,2538193668,,,,Anderson and Sons,RGYPGBBW,GB27KTKO58825242690382
100,0000001576,US,62965457,1614555106,,,,Mills Ltd   ,XNWYGBZ5X16,GB32DXCY32912899289515
200,0000000372,JP,94795218,9517251925,,,,das Neves,SXVPGB91,DE84562772912919200592
100,0000000086,AT,23483773,3274042119,,,,Nohlmans Trub GmbH & Co. KGaA,ADHYGB0Q4MK,GB52HQLF58061694423402
100,0000000714,KR,33139512,4380869090,,,,Fritz-Morris,WTKZGBUV,GB56YFNW96866453921334
100,0000000575,DE,72189830,8095866140,,,,Hendricks-Christian,QYPGGBWJWYY,GB12MRNQ04845854079629
100,0000000420,FR,03216242,2778487401,,,,Richard,ZUPQGB61,GB93AMAM66251707377055
100,0000001382,AU,03925556,6067642159,,,,Johnston and Sons,FDPGGBSV6CH,FR5017151207212362422974625
100,0000001031,MX,23831906,4125191466,,,,田中鉱業株式会社,UDZHGBWN,FR7561212039666975606172347
100,0000000174,JP,53142235,2055834848,,,,Delannoy S.A.,ZEYVGBAA,GB39PJQI09899020409348
100,0000001729,NL,28867452,8896094026,,,,Sousa,HSYTGBCB,GB64GGXM25634201286205
100,0000000099,KR,26193298,4648817725,,,,"Bass, Richards and Butler   ",PCSQGBQHTN9,GB21OQID91721529961468
100,0000000539,DE,45011284,7950881585,,,,da Mata,PXTRFRVI,GB36ZTSB91557178444271
100,0000001290,CN,15450872,3778337334,,,,坂本通信株式会社,NJTPGB4Z4M6,FR8669806025857748307135446
100,0000001118,NL,05037105,6728056651,,,,Duhamel,JEAWGB43LK1,GB73SAIK59686510011474
100,0000000191,US,15969124,9051639485,,,,渡辺食品有限会社   ,ZRRUGB86,GB09QZGV18133855788604
100,0000000615,CN,20446505,7704313467,,,,Seifert,LQSBGBL2,DE78040384549812873607
100,0000001011,KR,15411098,1137131502,,,,Simpson-Carter,XOEADEJR,DE61749808172162732254
100,0000000596,FR,00466673,3820304848,,,,中村保険株式会社   ,XRWIGBT9,GB07IMFY36817481798730
100,0000001411,US,29149752,2169945362,,,,Clerc Techer SARL,XIURFRLC,GB19XAYI22729645534745
100,0000000646,CN,64604263,2551187579,,,,Wieloch,JXEWGBNS1LM,FR3064301388664151028258866
100,0000001855,JP,48344835,8170058537,,,,Morin,GTVEGB9FE3X,GB54FKXV65499034222593
100,0000001660,US,92870153,3978703781,,,,高橋情報有限会社,UKAGDEZL,DE57427396071463498301
100,0000000304,CN,05633192,1065624757,,,,"Nguyen, Sanchez and Diaz",DVYNDEK4,GB28AIIQ19636536024587
100,0000000835,US,02368277,5710955372,,,,"Hayes, Bradley and Frye",GNFWDEVMYC8,GB85QTAG55378913820162
100,0000000826,BR,88968457,8526526534,,,,Jenkins-Adams,HBVWGB9W,FR6590130286199995527549867
100,0000001305,DE,05127788,3120732625,,,,Roussel S.A.,WNGOFR9W,DE72870381154896191860
100,0000000936,NL,00377784,5428532157,,,,Ryan-Clark,SJXYGBK0I7C,GB06KGSS27940221493476
100,0000001031,US,95133861,3895586042,,,,Cunha - EI   ,VPOVGBLKX2A,DE14459005163725776352
100,0000001245,IT,82120953,1768971395,,,,Cavalcante Ltda.,SNUSFRON,GB65KGMI90266035569708
100,0000001385,KR,19463592,1595202233,,,,Harper PLC,TRXDDEC8C8F,GB28EDZF34670111027727
100,0000000998,MX,17339747,1406411428,,,,合同会社佐藤農林,KKDCDENK1W1,DE23068406415455311416
100,0000001391,BR,95332415,7082207843,,,,Holsten Zänker AG,TAIAGBCDVIQ,GB96DMOK71684271184349
100,0000001143,ES,14116205,9318338584,,,,有限会社木村水産,CLLYFRT28BC,GB60QCBU18144154461874
100,0000000650,IT,86440095,6805398872,,,,Aumann GmbH & Co. KG,QJMKGB34,DE19812415502237260698
100,0000000769,CH,60863601,6153451906,,,,Gertz Holzapfel GmbH & Co. KG,TBPWGB1ZTPI,FR9418592089550467145168700
100,0000001902,US,31983999,9217111206,,,,Glover Inc,XDQPGBO8SMO,GB21BZMJ92549965879222
100,0000001140,DE,18114280,3522858030,,,,Robinson-Griffiths   ,ACFPGBOO5T1,GB05GLJX81173453222658
100,0000000602,IT,56881223,5630234221,,,,Faure,TUVFGBQF2N8,DE45228201525491344472
100,0000000098,IT,66089277,8791337248,,,,Charpentier Mendès S.A.S.   ,BPWVGBE0,GB03LLTG12880835122256
100,0000000081,GB,32608332,6193857479,,,,Lemaire,OHIAFR1X,GB65VJDO20177448192355
100,0000001222,US,40218525,4549997008,,,,Cavalcanti,MGUTGB4R,GB70UTZA54306087706162
100,0000001110,IT,65151938,6337234138,,,,山本農林合同会社,PMEQDE4IHDA,GB36MTGT64596213203917
100,0000001820,CN,46694277,8604771466,,,,有限会社後藤鉱業   ,CBVGGBUY,GB25MKAE33752621944906
100,0000001795,GB,61290039,1161953199,,,,Novaes   ,FYGDDEO71E0,GB49NRRY78250602216303
100,0000000176,US,36757456,8894420626,,,,Morrison-Sanchez,LKKDDE9VD4Q,FR7014820950309658894812947
100,0000000594,KR,88494074,8408259840,,,,"Lewis, Mack and Riley",CUBYGBD6,GB25UGSY86280089044496
100,0000000315,SE,60916622,4083312320,,,,Trommler e.G.,MWUZGBJ8,GB53IEWL46274320205675
200,0000001394,AU,68246580,4555519900,,,,株式会社鈴木ガス,GQNTGB3K,FR2219920360293288580167177
100,0000001161,DE,35896592,1664743327,,,,Alves Jesus Ltda.,NAEZGB55,FR1617753561387164606618413
100,0000001237,IN,89477599,4196143760,,,,Heath LLC,WVMPDE0A8K2,GB29VSAI70504792776729
100,0000001007,DE,30701632,4825186672,,,,Cook PLC   ,TTNFGBWH,GB47JPDN23547825555158
100,0000001935,NL,06515059,9668157707,,,,小川運輸有限会社,WXBFDE5G,GB67TXMT02778633186528
100,0000000128,KR,50843437,3688276279,,,,佐藤食品株式会社,HSMFGB65YY0,DE77380155975035429682
100,0000001737,IN,15797844,6442755635,,,,Webb-Wright,PGGNGBML,DE11905670297633955948
100,0000000266,MX,16191113,1783080072,,,,Wagenknecht Christoph GmbH & Co. KG,EVFWGBP1CN7,GB87VKFD34535400677199
100,0000000749,IT,30914635,5374889154,,,,"Wood, Jackson and Richardson",XKMBGBXI7QC,GB97QZDG14578805645896
100,0000001307,GB,97297960,4481545968,,,,Ernst Scholz KG,BOGHGBY4TBP,GB52DHCH40064706851542
100,0000001841,CA,60895318,8324179841,,,,Giraud,PKAAGBKU525,FR3674434644490687183134367
100,0000001196,DE,69870492,9955638667,,,,Sales,KPBSGB9WD0H,GB13EDFL11643586428569
100,0000000972,CH,59356189,4529970636,,,,Garcia-Koch,LARTFRKVDHA,GB44WBTI64969312510040
100,0000001652,CA,16504870,3516836732,,,,Macedo Nogueira S/A   ,DKULDE84,FR7758373823647348811372582
100,0000000179,FR,71301278,2931317472,,,,Novais - ME,TGHPGBH6CO1,GB23MDWO03093063337108
100,0000000842,CN,69908438,0216822816,,,,Bolander GmbH,AIBUGBDW,GB47RLWG76836461446327
100,0000001861,CN,08175937,9606361259,,,,Price Inc,RMCPFR2T,GB77DVJF85080034739350
100,0000000562,SE,76964200,4112341512,,,,合同会社井上水産,YIRYGBXJ,FR2223993480385751769185406
100,0000000647,NL,08747753,8024463835,,,,"Warren, Flores and Levy",KPALGB23BT0,GB60RPGW49864712038601
100,0000001533,BR,13909682,2140704860,,,,Dias   ,LBHHGB40UJZ,GB86LUJC40830320180685
100,0000000392,SE,27550107,5410060002,,,,Williams-Prince   ,HXVXGB36,FR8219205218486076090605228
100,0000001678,NL,82290518,4891185699,,,,Rush-Gardner,UZNWDEC1NTC,DE50933981117429210730
100,0000001300,KR,25516371,6399101670,,,,Evrard S.A.R.L.,WEOXGBBR,GB10DWAI19884808367296
100,0000000110,GB,35921403,3870040751,,,,Rocha Casa Grande Ltda.,VBHTFR2BC65,DE27540873925066774987
100,0000001592,IT,92258212,9983907330,,,,Silveira,GHXCGB8C,GB27TBCX68835786712969
100,0000001281,DE,08513585,3254884330,,,,Léger S.A.S.,BHIBGB2MIXQ,GB95OZOA39831748229419
100,0000001007,JP,73447761,9876556582,,,,Moreira S/A,FDNBDEA3,FR7583618703056137743613785
100,0000000533,CN,46789920,8127741232,,,,合同会社斎藤水産   ,EQZHGBI6,DE32420730506437240134
100,0000001715,AT,08454368,6693716349,,,,Sutton Inc,DZEBGBYIXMF,GB10NVRJ62053328442539
100,0000001105,AT,47467104,4031525102,,,,Renaud,CGZTGBWK,GB64BKCN41217320361745
100,0000001898,IT,26676967,7926797011,,,,Wende Köster KG,ZIYRGB3F,GB29KLWS85637886584345
100,0000000713,FR,32442103,2879766757,,,,"Cline, Webb and Gray",NPCFGB2D6D3,GB87JODO48240623980105
100,0000000431,US,23583335,3965539671,,,,Knight-Chan,AOYRFR63Y4M,GB60EYTB92689095579338
100,0000000560,AU,03569802,9718817354,,,,Martins,PVSTDEUXA9P,GB39TFPF52232517913285
100,0000000701,AT,03911036,5902122721,,,,有限会社山本通信,YEPUGBI0,GB85TEGZ95877806931280
100,0000000654,MX,03988577,9681039601,,,,Tröst OHG mbH,DBPAGBZHLGZ,GB45WVOP79844769992102
100,0000001401,BR,85093403,1975661769,,,,Gomes   ,QKTYGBMJKXC,GB10ZTVE69202836312631
100,0000001321,JP,83418058,1919830907,,,,Turner-Mcdaniel,JGSCGBGC4KO,DE04940435562368839943
100,0000001844,CH,67803475,5466509716,,,,"Ellis, Nixon and Kemp   ",YTNWFRFXQNH,GB51AFMR83653400523874
100,0000001215,IT,94052361,4911440526,,,,Porto S.A.,VQOBFRUH,GB69AUCL38204201846354
100,0000001841,AT,00203681,6682338167,,,,"Davis, Hall and Harvey",NJJVGBRS,GB09IZMH66366534892857
100,0000001015,SE,64499986,5641742939,,,,Smith-Palmer,BOMIGBOSLZV,GB83NMDC78700847982634
100,0000001807,ES,85510997,1681503308,,,,Fonseca,EBEGGBEN,GB16ECTJ69035716357423
100,0000000748,GB,87841103,4418244655,,,,"Morris, George and Campbell",PGWOGBSL0DC,GB51IFEE72923666494016
100,0000001757,PL,85279274,2912618040,,,,Bernard S.A.R.L.   ,OKEBFRGZ,FR3249527521239284889271403
100,0000001410,BE,71686110,6789485434,,,,Moss LLC,LZZGGB87AN2,DE40114699601996386561
100,0000000347,BE,43024177,9708481248,,,,有限会社山口水産   ,DUERGBUGDEQ,GB66KXYM52641278710830
100,0000001431,MX,31347967,5028389252,,,,清水建設合同会社,LWPGGBP65FG,DE15095715988674208390
100,0000001617,US,16788572,4247455691,,,,森電気株式会社   ,RKQVFRMG,DE43930427381944246365
100,0000000433,IN,69201285,3910239133,,,,Chapman PLC,CKECDEIR,DE11800395031433510851
100,0000000752,MX,17629671,8431866105,,,,Bolton LLC   ,MRKAGB80,GB95NKNH03143448603601
100,0000001403,FR,64223284,8030085321,,,,Martin Ltd,FYLMGBF9KSD,GB47CAIX30327672089797
100,0000000680,FR,91816505,0588659370,,,,"Davies, Warner and Lewis",BJANGBV1,GB58FNXC21688695402366
100,0000000592,US,42899479,7754479645,,,,Wood LLC,ZGWHDEVX,DE49444759458543833588
100,0000000957,NL,18411807,6502335134,,,,Bouvier,OVMQFRPY,GB80PRJO55171309385124
100,0000000433,MX,85016952,1777277317,,,,"Morrison, Doyle and Hughes",NIUEDE4REY0,GB20YHNE35831464131786
100,0000001459,US,82068991,1593477405,,,,"Munoz, Clark and Grimes",HSPOGB7PDR2,DE36240712933311818297
100,0000000879,AT,23065465,5816288369,,,,有限会社山本情報   ,XHOLFRKPDB5,GB51UEMH07373509546796
100,0000000762,JP,30746646,8777706199,,,,Ward-Simpson,NJNIGBRU,GB62EUNZ89655543412574
100,0000000182,DE,16316588,4884065343,,,,Jefferson LLC,YIPQFRRW8ZJ,DE64354288036409732899
100,0000000117,DE,90109260,4921360215,,,,Bruneau Leroy SARL,JVRFGBWZ,GB33KBVB90085032793766
100,0000000617,IT,96708759,7358377012,,,,小林電気株式会社,HTKJGB87RG5,GB67XZRR16953852984793
100,0000001254,IN,62958364,2293233354,,,,Nguyen-Kelley,AJBYFRMXGBT,GB33DBBN33101745668811
100,0000000646,GB,53566193,2481450482,,,,株式会社太田建設,STJDGBDS,GB45ERME01670181782618
100,0000001165,AU,11588286,8058478554,,,,Cardenas and Sons,OYKIFR1G,GB06VIBN64595450997837
100,0000001251,AU,41472355,9428828031,,,,Roskoth,PJJAGBNAY5R,GB79FEMP05138636135106
100,0000000456,BR,29149163,6628778800,,,,Rogers-Mcdonald,EHBKDEOPEIC,GB48ISUI07082972920169
100,0000001491,CA,47982308,9004269515,,,,Schwital GmbH   ,FJAQGBWF,GB38QSMU37705122428200
100,0000000430,PL,85371240,7167648292,,,,Azevedo Ltda.   ,RFZGGBJLLO8,GB27NALV50239709705344
100,0000001912,BR,34078651,8191991058,,,,Mcguire-Murphy,SSBKGBJU,GB33ZWVU91462111523952
100,0000000951,IT,70847268,6515686614,,,,"Schneider, Carr and Grant",JKYXDE5W14D,GB74LJOR67478790192283
100,0000001097,GB,58641311,8963576157,,,,Bernard,AEOPDE0X,GB05NURN71867937010907
100,0000001945,IN,75250289,3599240072,,,,Bourgeois   ,TWOFGB7KW6Y,GB16NNRQ02836219354193
100,0000001252,IN,57892994,4138701588,,,,合同会社吉田印刷   ,MUBEGBFS69U,GB17AOMH34491498295854
100,0000001092,CA,21902682,0572879436,,,,Roger,KOYXFR8V,FR1600902656515393946664999
100,0000001298,MX,59448888,1056726396,,,,Zirme GbR,KBGSGBDGGKW,DE94789902126280291985
100,0000000277,MX,32140626,2652949151,,,,Scott-Jones   ,MMCKGB2G9M2,GB53COQR29685115334749
100,0000001455,DE,96458827,1571626711,,,,Baxter-Potter,PZIBGBAZN6Z,DE08514288523610487248
100,0000000120,US,41834528,7220929502,,,,Jungfer,ABBRFR25,GB80LOTF14294456754732
100,0000000892,BE,52102921,2071584670,,,,Brunet S.A.S.   ,BDMFDEQCF8X,DE59642617506770756131
100,0000000186,US,17899217,4922215891,,,,Almeida e Filhos,DIHOGBIEZL6,FR2451929363560596760618175
100,0000001067,ES,95846220,7359384815,,,,Blot,STCRDEL6,GB81NAXV70892204430221
100,0000000521,MX,38383538,2904685277,,,,Rodriguez Toussaint S.A.R.L.,OJKMGB7J,GB03NCAO23749587074707
100,0000001959,JP,43837987,8724835586,,,,Lima,RXVXDEDVFYS,GB18VTGC02399121475854
100,0000001337,FR,03807104,5058459983,,,,井上銀行有限会社,YXTMFRUP8P1,DE62182584181300868418
100,0000001852,MX,18841918,4557020323,,,,Marshall Inc   ,YIQFGBG5,GB72SXMA51684774139449
100,0000000902,AT,00389118,0069010521,,,,Turpin Masse S.A.,XDZHGBFX9AG,GB07IDNR42255162637386
100,0000001063,GB,49836909,0397630096,,,,Zimmer Heydrich AG & Co. OHG   ,GUOUFRJ6XHS,GB48YVKT99662728206325
100,0000001385,BE,88358758,4091403577,,,,Weinhold AG,TCTSDE0U,FR1019597621388529985222499
100,0000000574,BE,17238953,9486405094,,,,Dippel,XNKVDE8K,DE13404624523472447121
100,0000000117,BE,70180124,0969312301,,,,Lara-Lucero,LCJYGB16,FR7299256002846671445027813
100,0000001245,SE,47381388,7416830583,,,,"Turner, Rogers and Wood",ZRRYFROT,DE45600196039942542237
100,0000000227,CH,61543832,9230517869,,,,Greene Inc,YHWOGBD3AKX,GB21KGDR72552925632302
100,0000001792,CN,66631657,2889513795,,,,Nogueira,KNFNGBCNC6B,FR8812126330457888568139858
100,0000001584,IN,86938014,6754103405,,,,Roux,DCNUGBSR,FR1792985991920974035134316
100,0000001152,PL,99981406,7854370009,,,,Cruz LLC,FDGVGBGU,FR7094545505710004107660977
100,0000001137,NL,85096699,0899930809,,,,佐々木情報有限会社,EFISFR5V,DE44733364179802512437
100,0000000728,PL,39041895,3980614071,,,,Almeida Andrade S/A,XHSLDEYT,DE10886408478531794831
100,0000000310,GB,15370598,1695783026,,,,Stey e.G.   ,GBNTDE8Z,GB65JVQM46271400185547
100,0000000245,ES,57147282,0354931828,,,,Clarke-Lee,UMCDGB6X,GB90EHHH45117536064306
100,0000000296,PL,43514467,0690542011,,,,株式会社渡辺銀行,HNWHDE7EZLW,GB95GJNV59445372085812
100,0000000945,GB,63746821,6745695432,,,,合同会社佐々木運輸,YRFKGB20,GB20CDNS98577921926306
100,0000001892,US,08593539,0141783534,,,,Humbert,CXWCGB9Q,GB98FZXM20226431165496
100,0000001632,CH,72443395,9439059060,,,,Lucas   ,SUGIGBZA8PK,GB85FVOZ73543547768934
100,0000001236,JP,17622957,6262052502,,,,山本食品合同会社,DJJDGBAH,GB82RDCH92612512190844
100,0000000706,NL,88347191,0970328160,,,,Allen-King,LMMVGBNM,GB26RIXM61315263324805
100,0000001214,FR,43849419,6745537526,,,,Silva Rios - EI   ,YNUIFR5I,FR4663128354755374917720638
100,0000001078,PL,80871714,9098929261,,,,Scheuermann Steckel AG   ,AJBWGB95,GB49QMRH32031074635058
100,0000000401,JP,50311711,6337635765,,,,Ribeiro Albuquerque e Filhos,IMRIGBQN,GB85KZUN25306593118481
100,0000000660,US,95296807,3646234654,,,,Gallet,GKYWFRWA,GB71QTJT40019767979625
100,0000001997,JP,59367374,0008726886,,,,Aparecida,CURXGBOXI8Z,GB63NEHE91154658777255
100,0000000033,AT,74159192,5724299871,,,,Nunes S/A,IZZZGB29,GB97QMCS29659931602616
100,0000000481,IT,56141730,5940742964,,,,Jüttner,KQPBGBG1O6E,GB95PKIF53669235031391
100,0000001438,AU,14736788,7441649676,,,,Dumas,XWLAGBWKMOL,GB85DVKN30735357293282
100,0000000354,FR,98811411,7833748484,,,,Coleman-Richards,TPLQGB6M543,DE40781004919294990944
100,0000001231,PL,41528638,3951999706,,,,Kühnert   ,WCYUGB8XGM9,DE28030549764202244203
100,0000001624,PL,26108665,2714170207,,,,Gutierrez-Kennedy   ,CVXNGBRS7T2,DE19595964587179779942
100,0000001038,IT,94119643,7342710300,,,,Paul Group,KXDAFRSCCC6,GB55IKNO32056124462281
100,0000001907,CA,66675587,0925612666,,,,Renaud,FQIQDE74,GB73RGME84675856274599
100,0000000774,GB,01200229,9491750729,,,,Radisch Stiftung & Co. KG,BZLOFRVJ,GB58BOIE95246322862553
100,0000001077,IN,34017409,3185368393,,,,Beyer Warmer GmbH,FFYZGBKK,GB30TIMO38021939945065
100,0000001754,MX,26362554,1494554336,,,,Hoover PLC,DUTLGBHN,GB83HNVO71533560597890
100,0000000358,AT,59223031,9265901213,,,,Renault et Fils   ,ZTXAFRX34TZ,GB73DAEY04681363710574
100,0000000121,BR,74701757,3518469621,,,,Russell PLC,JKUYGBE9VPA,GB91UOKJ82304658752692
100,0000000883,JP,80371478,8951928405,,,,伊藤ガス有限会社,MMWWGBLF,GB46AUHX99752950600508
100,0000001612,FR,63798136,9951597261,,,,Harrison Ltd,OFQWDE7RJ79,DE80433696993615362969
100,0000000039,US,03387862,1893023303,,,,Wright Group,LSIEFR68,GB36VMPE92867247607748
100,0000000587,NL,73595805,6277574333,,,,"Gill, Clarke and Jones",SOCRFRLC,FR6098521264134155822738144
100,0000001159,CH,06843694,6708672212,,,,株式会社橋本保険,VQAYGB7N39D,GB50PUNA61705634504063
100,0000000854,NL,55425580,9276079270,,,,有限会社中島情報,GVHQGB342Z3,GB33OOUB42118737904408
100,0000000909,NL,69882011,5279647126,,,,Patel-Scott,IHRPGB02,GB38OWKG97196182480633
100,0000000046,US,11826630,0527176454,,,,Gomez SARL   ,AULSGB4YGK3,GB30JZWR75044206600501
100,0000001644,DE,55244756,1834813207,,,,Merle,JKRBGBT961A,GB09SLSA39800847580903
100,0000000151,AT,79128514,0941727189,,,,Martin,BYPUFRE3415,GB25DCYZ71689927303796
100,0000001061,IN,13703137,1910299435,,,,Sá   ,WQYPGB4SW2G,FR3787335040711663205167191
100,0000001447,ES,97463016,2038486680,,,,Gonçalves Gonçalves - EI,ENVEGBBJ,GB27ZVKC09381906482462
100,0000000628,IT,37114831,0039449416,,,,前田銀行有限会社,XJSZGBWEDXW,FR2521840563668744256799682
100,0000000267,DE,02918276,3419097905,,,,Mckenzie-Maldonado   ,ZKJRGBZDMI2,GB79OGUX50211778591743
100,0000001401,FR,51325487,6325477410,,,,Berger,ONIUDE6K,GB83HQLD41428315819352
100,0000001738,CN,08015367,3553002915,,,,合同会社佐藤鉱業   ,PKCDGBFM9U0,DE66127939348381722792
100,0000001512,ES,47325007,2167520061,,,,Sanchez Roussel SA,CZJJGBO8LW3,DE02528181236822865389
100,0000000152,IN,87242574,3446220053,,,,Almeida,QCEHGBQAQ8Z,GB73TXPM84794760030122
100,0000000186,KR,92896885,1498122931,,,,Blin,CVULGB97K2T,FR5476155269015110675640679
100,0000000741,BR,46559359,1044362539,,,,鈴木鉱業合同会社,YJZCGBHM,GB81GNQV01138739460655
100,0000000509,BE,96128720,6017172888,,,,Barros,FDMAGBWBWEW,GB50FBCX19037121434224
100,0000001452,BE,13760864,5744669281,,,,Lambert Hebert SARL,RHSAGBMMDFO,GB14ZJUE93504571441700
100,0000000401,DE,46954975,9370449970,,,,Aragão,AZTQGBX7N9V,GB41IZHV40172109161022
100,0000000251,NL,50767017,2238849038,,,,株式会社伊藤食品,VIDXGBGEPAP,FR0269745850170372033957619
100,0000001931,CN,67542267,2291915161,,,,Dias,QCQIGBKK,FR8188724813790922924717583
100,0000000930,ES,82937271,5866462672,,,,Poole LLC,ZQZXGB7O,GB61VMQM98083485682614
100,0000000590,SE,10792059,7817425870,,,,Morris and Sons,YUIXGBOD5L6,GB93UILB40426802940064
100,0000001819,PL,82006934,2958740025,,,,Moreira,BCODGBES,FR0696689809678546100274930
100,0000000370,KR,63178073,8170534439,,,,有限会社山下鉱業,ZVSKGBXJ,DE85412594007085303753
100,0000000196,MX,05683238,4046988774,,,,Vazquez-Bowen,XSTNGBFC289,DE59064327900624248158
100,0000000514,ES,88459002,6571707941,,,,"Weston, Roberts and Quinn",VSINGB3R,FR1730287834695524226263366
100,0000001976,CN,67555737,2799681072,,,,Chandler Ltd   ,LZKEGBFD,DE95613818156524033318
100,0000001951,JP,74752669,3701203550,,,,株式会社渡辺水産,YCFDGB9O,GB97NJIV59544452750901
100,0000000720,AT,02884610,9212487756,,,,Viana da Cunha Ltda.,ULXRGB4PINQ,GB66EGZQ14921695916534
100,0000000260,CN,16320697,6309015123,,,,da Rosa Melo - EI   ,UNMNGB20,FR8772801933018219880906692
100,0000000394,NL,11801803,7169694338,,,,Jesus,LVZLDE8E4GI,DE74437652338352789355
100,0000000040,CA,54251740,8890340853,,,,渡辺印刷株式会社,TLFPGBKB,DE32836636700120172690
100,0000001421,SE,79371912,2522180458,,,,Freudenberger   ,PEARGB0NC1G,GB39WMFH79844871177215
100,0000001389,JP,04160465,4148587004,,,,有限会社林鉱業,SHVQGBONTLY,DE66470502740426396795
100,0000000488,BE,76327285,3436791023,,,,"Dobson, Thomas and Howell   ",OZWIFRZQ310,GB88QQPU57021128881715
100,0000001950,SE,97796987,3164849393,,,,Richard S.A.S.,QPIXGB8F,DE51110408600223556925
100,0000000568,CH,13248583,1938130669,,,,Hövel Sorgatz KG,HTLBGBAYURN,GB18SNYF59932987582104
100,0000001902,PL,13139458,8262276697,,,,Junck AG   ,WWFCGBTR,GB94OBGI86450327578857
100,0000000382,KR,74170412,4934664548,,,,"Rodriguez, Estrada and Edwards",PXBRFREQU1M,GB14RSSX63617998000220
100,0000001131,CH,13579795,4817915807,,,,有限会社後藤農林,YBRZGBJMDBA,FR8856148404405593319596909
100,0000000093,AU,63385466,3450002540,,,,Melo,XZZRDEPU,GB85XVOR87803917502425
100,0000000513,IT,57559545,6907852156,,,,村上農林株式会社,BKEEGB2X8PH,GB43EJIY80855414904248
