MANDT,LIFNR,BANKS,BANKL,BANKN,BKONT,BVTYP,XEZER,BANKA,PROVZ,STRAS,ORT01,SWIFT,IBAN,KOINH,KOVON,KOBIS
100,0000001835,US,42151410,3444145397,,,,Wernecke Holt GmbH & Co. KG   ,,568 Knight Port,Moreira,YABOGBGJAEL,GB92OQVS46789682232619,,,
100,0000001468,NL,57085938,8148534445,,,,Klotz Kambs KG,,1 Bethany Prairie,Siqueira Grande   ,CMWHGB0G,GB81AYER07144617080710,Srta. Valentina Macedo,,
100,0000001947,KR,28313933,4271607095,,,,藤井印刷株式会社,,"Rodovia Cassiano, 8",Coste,NFDFDE4Y,GB12HFTX29319847874500,,,
100,0000001759,DE,95062183,0854598715,,,,株式会社池田保険,,"Flat 5
Danny Cape",Brandenburg,JOUNDEBXQLC,DE60968152986682908762,,,
100,0000001486,FR,90595118,0012550643,,,,Cooke Inc,,Annika-Trommler-Allee 7/1,Lucasport,MDFLGBA0,GB08SJSW65562650408423,,,
100,0000001325,CA,15267617,4865807887,,,,株式会社石井運輸,,857 伊藤 Street,Guyot,BYPIGBRS,FR7395900954187890625064014,Branka Sorgatz,,
100,0000001927,ES,89601956,8189855352,,,,有限会社鈴木保険,,Mohauptstraße 8-9,Lake Lyndaside,GXSHGB07,GB56CGCX78325054124294,Annette Hall,,
100,0000000510,DE,07471224,4423174688,,,,"Thompson, Goddard and Clark",,50 Adams Route,West Davidtown,CEBQFRO3,GB81GWYJ65349422748985,Paige Powell,,
100,0000000237,AT,06513159,4404717871,,,,Legendre,,"37, rue Françoise Lamy   ",Sarafort   ,JMIQGBO41G6,GB54YZSJ79332009709045,Pedro Lucas Farias,,
100,0000001270,DE,46570537,5745013483,,,,Meyer,,971 Beck Fork,Abreu do Oeste,XLGUDEXITQF,FR5166799263905483500809451,森 美加子,,
100,0000001849,IN,86782778,7156671480,,,,Taylor-Rojas,,Margarita-Weller-Weg 4/5,稲城市,VMOSGBIA,DE18568589262051613447,,,
100,0000001782,KR,44572182,8787216220,,,,Lee and Sons   ,,"Rua de Abreu, 691",Saint Laurence,ZWMVGBDI,GB54OZIQ30543303179867,Rebekah Irwin,,
100,0000000625,CH,87772697,4257642843,,,,Grein Groth   ,,Klingelhöferallee 38-99,葛飾区   ,CXZHDEAJY39,GB44ZGLG87520522756850,,,
100,0000000488,AU,07099593,7461473605,,,,Bishop-Wood,,599 三浦 Street,Brand,RHVCGB8702M,DE66448513796439790158,,,
100,0000001201,NL,38878143,0544943761,,,,Oconnell-Fields,,628 松本 Street   ,Saint Nicolasnec,BNXWFRWL,DE89970778688551643460,Antonie Fischer-Kuhl,,
100,0000000188,CH,86048086,3514850472,,,,Schinke   ,,11824 Gabriel Burg Apt. 486,Viechtach,PPTEGBZR,GB22JMUU84184929988219,,,
100,0000000365,MX,46947737,9378194745,,,,"Daly, Wright and Nelson",,018 Williamson Overpass,北区   ,ENNXFR3H9Q1,GB78WLXF93813128398446,Marlen Wilmsen-Biggen,,
100,0000001634,AT,47641578,8919978493,,,,Thornton PLC,,Cemil-Pruschke-Gasse 64,Banksport,WMZCDEPZ,GB64YVYR40579971521676,Sophia Costela,,
100,0000000788,MX,30033924,8182540745,,,,Brun Guillet S.A.,,564 Davis Mount,神津島村,LOUADEOQTGN,GB58PDIE88654430462922,Christopher Klapp-Seip,,
100,0000000833,GB,23151046,3177110176,,,,Le Gall Grondin SA,,69687 Tara Cliffs,Menardboeuf,QMBDGBOBK9L,GB53PCHN45013892780191,,,
100,0000000113,CN,93531021,3701828877,,,,Boulanger,,"66, boulevard Victoire Rodrigues",横浜市緑区,HOOUGB759YD,GB69OQDL14796779559571,,,
100,0000000275,IN,09388495,3938142427,,,,Gomes   ,,"Parque Nascimento, 6",Mendonça da Mata,YQJWGB0L,GB56AEHM51893790015277,,,
100,0000000177,GB,21850126,5834402757,,,,Williams LLC,,Danny-Müller-Platz 9,横浜市戸塚区   ,SHREGBZ5,GB15UXCJ32626260509382,,,
100,0000000148,NL,30650452,5247316930,,,,Dos Santos SA   ,,"360, rue de Thierry   ",Vargas Alegre,AOTFGBOX,GB09FLPA90659899159085,松本 香織,,
100,0000000335,JP,61194853,5884002123,,,,株式会社高橋農林,,614 長谷川 Street,神津島村,NVADGBJ9ANV,DE35449091042668057552,Charlotte O'Donnell-Lyons,,
100,0000000157,PL,77620439,8429530224,,,,鈴木電気有限会社,,576 Albert Inlet,Geldern   ,YTUCGBX25JH,GB64HTEG99081844237749,,,
100,0000001659,MX,90687927,8933676400,,,,Aragão,,452 中村 Street   ,Rothenburg ob der Tauber,EDCNFR27ZGT,GB06JAZJ61354996841013,Univ.Prof. Elzbieta Döring,,
100,0000001385,DE,18495013,5035699324,,,,Cook-Martin,,480 阿部 Street,Brito de Pimenta,MYJEGBMB,GB69ODIM22165745411326,Luiz Felipe da Cunha,,
100,0000000785,IN,01656706,7329782623,,,,Bruneau,,91172 Howell Roads,長生郡長柄町,LYOZGB57,GB03KZCE45758099583732,Augusto Borges,,
100,0000001781,NL,30771607,6068154467,,,,Fisher-Lewis,,62844 Wanda Meadows,Port Frankfort,UXNRGB2D,DE36666583660786623651,Julie Ford,,
100,0000000493,JP,03633074,8788362560,,,,Marques Viana S.A.,,477 橋本 Street   ,West Chris,AMHIDEHY,DE96934705038436469721,,,
100,0000001293,AT,76710719,4798077970,,,,Machado,,0104 Mark River Apt. 202   ,Gillhaven,JWXLGBMSNLR,GB24AOTP07556232505668,,,
100,0000001212,IT,57125686,9520938647,,,,Reed PLC   ,,"31, chemin Humbert",Lippstadt   ,LKSLGB9M,GB07QDUY19000017950529,Monica Rodriguez,,
100,0000000031,SE,05952727,2766371306,,,,有限会社鈴木鉱業,,Via da Rocha   ,Norden,JSQLGBLAUZN,GB73ULLK20702987650433,Lee Flynn,,
100,0000000566,FR,99490410,2847190964,,,,Ribeiro,,436 坂本 Street,江東区,CQEZGBTHRVL,FR6728358169912260729455795,Renée-Célina Meyer,,
100,0000000813,CN,25739310,3379207239,,,,French-Roberts,,"83, boulevard Honoré Schneider",Patelberg,TDPXGB7H,DE28142182797617829223,Jean Johnson-Baker,,
100,0000000935,KR,21836983,5440889069,,,,株式会社渡辺保険   ,,"Estrada de Moura, 36",Kennethmouth,KPNVGBCX,GB43JKLT85357518291321,Dr. Gabriel Sales,,
100,0000000029,CA,39257186,4476666037,,,,Schweitzer Zänker GmbH,,Holtstr. 85-19,国分寺市,HWBEGBEG,GB90GVCS01989523811156,清水 浩,,
100,0000001219,US,01205168,1877516122,,,,Jacob   ,,Eimerstr. 8-4,Oranienburg   ,QLWJGB4S4LI,GB42VNAF03669628256825,Bruna Camargo,,
100,0000000973,IT,02643766,7208922644,,,,Gotthard KG   ,,4 Stanley Estate,North Bethanystad,NGMHGB66,DE60574807880094120829,田中 翔太,,
100,0000000643,CN,17496616,5577467939,,,,Rezende,,591 石井 Street   ,Rezende   ,RPRVDEER,GB24DSBH02284722803795,Alexandra Taylor-Todd,,
100,0000001721,AT,92581789,5481236667,,,,Henry S.A.S.,,"Aeroporto Lima, 5",North Bradleyhaven   ,XEBMGBPL,GB21MOVS63437370267925,Nuri Trommler-Dehmel,,
100,0000000398,ES,60952885,1815700090,,,,Clayton and Sons   ,,"Vila Fogaça, 984   ",Port Karenville   ,YTBJGBF07EH,GB51WWDR45385208693097,,,
100,0000000961,DE,81007559,5216713966,,,,Wieloch,,617 小川 Street,West Robertland,AXKCGB3R,FR8887545214275976298536303,,,
100,0000001564,FR,62747155,1263019798,,,,Arnaud,,7086 Bauer Center Suite 466,Freitas   ,WRKFGBJF,DE08167967697184546861,松本 七夏,,
100,0000001548,US,03635978,1368079259,,,,Joubert S.A.,,"Vale Lavínia Novaes, 19",Melsungen,XLNDGBX9,GB80ACWQ21061128970627,,,
100,0000001970,KR,37578250,5344438781,,,,中川鉱業株式会社,,14 Christian Corner,Mortontown   ,VYRVFRU4,DE28353969763967481569,,,
100,0000001471,IN,31882076,5696940605,,,,"Benson, Daly and Evans",,978 Roy Corner Apt. 476,Carterfurt,GQSTFR3VG40,GB18PEKT12533564018111,,,
100,0000001187,PL,31307928,9607336457,,,,株式会社伊藤電気,,"Flat 00
Hayes Bridge",Duarte de Minas   ,EYNDGBR0IOC,GB59UYYZ90635488933233,,,
100,0000000110,AT,29935195,3491223916,,,,Baker-Thomas,,"Flat 55
Campbell Plains",Port Stephanie,TDVHFRRR,GB19JQXM39830233911864,小林 淳,,
100,0000000813,BR,99715458,9357014025,,,,Grondin et Fils,,900 Andrews Union,Artern,EQINFR8RRUF,DE34433813216731050366,Ben Jones,,
100,0000000781,SE,61150733,7250329708,,,,Dufour S.A.,,"96, chemin Martins",Grayfort,RIOXDE3J,GB21TBCP50955636897604,,,
100,0000001600,CN,66876548,9871205953,,,,松田銀行株式会社,,929 Karen Crossroad,North Adam,JVIYFRGNFU3,FR8796723081907518305861898,,,
100,0000001507,AU,16936931,9235836782,,,,Peixoto Garcia Ltda.,,0743 Carolyn Spur   ,Fürstenfeldbruck,ZAIPGBUB,GB07RNUN69101463109904,Thibault Gaillard-Mary,,
100,0000000018,MX,05878397,0627620105,,,,Miller Ltd,,223 Nathaniel Ford Apt. 180,横浜市金沢区,FCYODEBS,GB95VSEJ42878362057831,Thibault Martin,,
100,0000000782,FR,88475732,5016820165,,,,Bazin,,Gnatzgasse 8/2,Durand   ,RPLOFR79YAN,FR4210875283331740029431345,Rafael Aparecida,,
100,0000001533,CA,27276688,7673733747,,,,Leroux,,64604 Rodriguez Point   ,Shawnbury,WWFIGB4ZPXJ,FR5806562128840785847198971,,,
100,0000000849,BE,50873094,8128815561,,,,小林建設合同会社,,35 Jones Knolls,Staßfurt,CDKKFRG4,DE61202821557311312694,,,
100,0000000526,JP,97792920,2895688005,,,,田中建設株式会社,,"61, chemin Picard",Barbarafort,RWRSGBWI1FY,GB78TPUZ05673179969176,,,
100,0000001293,SE,31742955,9480499040,,,,有限会社加藤鉱業,,"1, chemin Élise Bonnet   ",Saint Dominique-sur-Mer,UBTGGB8W,GB61XFJZ24779344783855,,,
100,0000001825,BR,53370854,9655347376,,,,Davidson Ltd,,"Conjunto Carvalho, 20",East Kathrynview,DQHYGBNI,FR3949501034688315455171297,山下 康弘,,
100,0000001431,BE,00420777,5672127288,,,,Hunter Ltd,,"Studio 7
Hope Isle",Fernandes   ,EAIAGBMTDAV,GB08NPCI99784014935698,Sofia Moreira,,
100,0000000426,IT,24497763,7106754758,,,,Mendonça,,78445 Heidi Route   ,横浜市港北区,XVQOGBS54Q2,GB69GXDN38932993517366,,,
100,0000000193,JP,75890909,1852162603,,,,Lejeune S.A.S.,,"Flat 1
Dobson Freeway",Rodrigues do Sul,JJYCGBS0,DE21224254364816485021,,,
100,0000001345,SE,40512171,6957356940,,,,Dijoux Chartier SARL   ,,"Studio 2
Kate Road",匝瑳市   ,FBOMGBUT,FR4648698769445509460948593,Pedro Cavalcante,,
100,0000001989,KR,18186934,1792045728,,,,Freudenberger e.V.,,514 Smith Vista,East Alan,HFNUGBIW9I7,FR1021341082274244418699775,,,
100,0000001101,US,03138061,4307322592,,,,Hauffer GbR,,403 橋本 Street,West Joeborough,UHIRGBZQ,DE38787775112048940941,,,
100,0000001508,US,34831932,0565892434,,,,Maréchal S.A.R.L.   ,,"Quadra Aragão, 50",Shanestad,LPLVGBUV,FR5237596232335449257281196,,,
100,0000001079,AU,10060062,2067722951,,,,Cassiano S/A,,Schustergasse 2,South Cynthia,GNQQGBWH7JE,GB07BPAZ07883399595011,,,
100,0000000988,FR,29243500,5249000968,,,,Walters Group,,"Parque Henry Gabriel Pires, 62",Azevedo das Flores,DMILGBEV,GB98SSQE19712170055139,Claire Normand,,
100,0000001276,BE,73880394,9440141500,,,,"Smith, Martin and Watson",,Gudegasse 6709   ,East Jorgeside,YZFWGBBFGWY,GB40MZPQ83653390938071,,,
100,0000001166,FR,99759729,1254732347,,,,"Larson, Bell and Moore",,"Estrada de Fernandes, 2",Koblenz   ,ADWYGB7YXRK,FR4144310274875151394965071,Julien Bouvet-Blondel,,
100,0000000445,KR,91187203,9173487677,,,,Guerra,,805 Washington Falls   ,Perrin,STUWGBLX,GB38LTSA83453764282589,,,
100,0000001872,CN,85372758,6782471986,,,,Aragão   ,,"Estrada Yago Ferreira, 33   ",大網白里市,DLNOGBJM,GB28XJVX89167133126837,Frau Evi Meister,,
100,0000000813,JP,09549667,4933174718,,,,Döhn Beier GmbH,,"Jardim Giovanna da Mota, 880",北区,MEMOGBO1,DE87711450859386438265,Laure Loiseau,,
100,0000000657,PL,39518006,3265244372,,,,Ruiz,,760 阿部 Street,Kristinamouth,NDZKGBIMMJ6,GB77AJOW96684792664118,Colette-Marie Chevalier,,
100,0000001262,ES,89347439,1339194076,,,,山本建設株式会社,,"Via Samuel Oliveira, 57",Ochsenfurt,OACZGBSH2RQ,GB59EEZR61029426319974,Mr Jack Scott,,
100,0000001029,CH,08098241,2458255280,,,,Lewis-Taylor,,Ladeckplatz 332,香取郡神崎町,AONGDEVS9C4,GB34ODFN55157043669643,René Caron,,
100,0000001184,FR,78358484,9712742340,,,,Evans and Sons   ,,"70, rue Lebreton",Gallet,WXGZGBROX0Y,DE69113745409907862583,Benjamin Döhn,,
100,0000001109,BR,53998805,3863562440,,,,山本農林有限会社,,"Esplanada Barros, 65",Saint Dominique-sur-Mer,WRGOGBO2PHJ,DE27680121180496059139,佐々木 治,,
100,0000000216,CN,89461966,7645691872,,,,Dehmel Anders GmbH & Co. KG,,785 遠藤 Street,Lake Shane,BHDMGB3S0HC,FR9427535667287406268242239,Jeanne du Humbert,,
100,0000001842,IT,09020774,2710278189,,,,Schüler   ,,Ekaterina-Rose-Weg 48,葛飾区   ,JFITGBEUSH0,GB89KTDZ70893964687566,Leokadia Junken,,
100,0000000929,MX,71759730,2921975767,,,,Schneider Aubry S.A.   ,,620 高橋 Street,Lake Brianstad,YAKFGBB9,GB71VQAZ46254111735243,Marcel Mary,,
100,0000001750,CA,52662183,8432414412,,,,Beckmann Stiftung & Co. KGaA,,Danuta-Atzler-Allee 403,South Holly,KLCJGB2YLMW,FR4572358116900483336471019,,,
100,0000000942,BR,37381677,0525337467,,,,Bryant-Walters,,39 Ali Cove,Poirier,PLLUGB3P3RE,GB92XGJR85141114811588,Volker Lange,,
100,0000001474,BE,97223348,0385941493,,,,"Patel, Thomas and McCarthy   ",,"Flat 00
Chapman Common",Königs Wusterhausen,BHXYDEAU4OH,FR2980650402513671176553982,,,
100,0000000888,NL,08430097,8211849919,,,,Brunel,,896 Dawn Ford   ,Terryville,NVHXGBV3,GB24FSPO67339393728379,Matteo Santos,,
100,0000001634,NL,91866521,4462019314,,,,Chapman Inc,,"Studio 5
Geraldine Brook   ",East Harriet,TPHKDESH,FR7763492893035151738067764,Jacqueline Huang,,
100,0000000095,JP,24537988,9393449227,,,,Richardson-Hughes   ,,"44, boulevard de Bertrand   ",North Maryborough,RIXJGBMT,GB79MSMX11824018890444,Dr. Levi Cassiano,,
100,0000000391,AT,77211024,1976575824,,,,Williams LLC,,053 山本 Street,江東区,LISIGBZ3,GB28SVGI66109436262286,,,
100,0000001226,FR,77262119,8595889689,,,,Bähr   ,,Aeroporto Duarte,Quedlinburg,HVJQDE6JBWG,GB56TGKS44568507063386,Karina Weiß MBA.,,
100,0000001615,FR,24079602,5813662846,,,,株式会社高橋ガス,,"34, rue Alves",山武郡横芝光町,RWEVGB0Y,GB45YTHC45943702419936,,,
100,0000000540,CN,61375514,7759147025,,,,Beck LLC,,"Campo Maria Vitória Leão, 74",Guillaume-sur-Maillot,PHGNGBNW,DE82281204049715709919,,,
100,0000001979,MX,24495433,2734412751,,,,山本印刷株式会社,,05 Victor Roads,横浜市旭区,RZWGFRKC,FR7268457448410474548562292,Dr Joe Parsons,,
100,0000001999,NL,96040569,5668844413,,,,Gomes SARL,,"Jardim das Neves, 66",Jaredport,TNLSGB3CGD9,GB93FRJM61010843591434,Luana Lopes,,
100,0000000700,MX,41287089,2834992325,,,,Kelley-White,,"24, rue Chauvet",Michelleport,ITKWGB0FKEN,GB56ZPEM81729825300679,Anne O'Neill,,
100,0000000129,PL,58687199,7678206523,,,,"Mann, Hartley and Shah",,04326 Garrett Points Apt. 205,Annshire,SJPNGBTHGZS,FR1909156901633548134172665,Leah Frazier,,
100,0000001740,BE,53444487,6385420553,,,,Ramos Pereira S.A.,,Hans-Wilhelm-Weitzel-Ring 6/6,Lake Jack   ,MGTEFR4OH27,GB37FSFO58275656191178,,,
100,0000000322,BR,18713185,0589657524,,,,"Thomas, Brown and Fox   ",,"Vale de Sousa, 64   ",Kaylafurt   ,CLQVGB3A0TL,FR7572627667667916640054570,Kim Jones-Rees,,
100,0000001328,BE,00346396,5902891875,,,,Le Gall S.A.R.L.,,79 Kyle Harbors,川崎市中原区   ,FMMXGB81PXW,GB51WHHT85176657116216,,,
100,0000001257,DE,98229799,3420816476,,,,"Hammond, Kent and Mahmood   ",,6 Williams Branch,Jenniferfurt,LKGGFRS3FTR,GB98QXOB27436764198128,,,
100,0000000558,IT,78893936,0295374230,,,,斎藤水産有限会社,,12725 Cindy Forks Suite 335,Abreu do Galho,EMGWGBCZ,FR9237293321199320799685371,,,
100,0000000440,PL,51964260,4656414142,,,,合同会社山崎情報   ,,"Esplanada de Sampaio, 82",East Jonathanport   ,SGSYGBHB,GB04ZMCG98681497673772,,,
100,0000001640,JP,43995823,4076972727,,,,三浦情報株式会社,,"Studio 13
Lambert Branch",Maxhaven   ,CDGFFR9KOFI,GB97WNLK27979814001567,Dr Fiona Taylor,,
100,0000000300,CA,38715341,2250539966,,,,株式会社山崎電気,,"11, rue de Launay",Birdton,LFCOGBO2,DE63376224705548558181,Jack Myers,,
100,0000001344,BR,16537450,8674498242,,,,山口保険株式会社   ,,Roggestr. 35-68,Nunes de Vargas,CBXMGB0EGW9,GB89XQOU83712670649275,,,
100,0000000057,AT,79404432,8246332849,,,,"Grimes, Miller and Robertson",,125 Scott Alley Apt. 783,Gadebusch   ,UWTBGBFQ3QT,GB06LSAG78093375846171,Marion White,,
100,0000000925,MX,57220984,4344950022,,,,Hardy,,avenue Marchal,Michel-sur-Mer,IRBEGBSQ,DE05601102245510733759,Diana Williams,,
100,0000000980,US,28314134,3887512085,,,,Marshall Ltd,,554 清水 Street,Fonseca,OTOEGBFAL1T,GB37SETK79741220453223,,,
100,0000000519,CH,80742343,0462470584,,,,Watson-Haynes,,"1, rue de Robert",中央区,PVRZFRKXA9U,DE16454466197012801074,,,
100,0000000495,CA,79704160,5133901784,,,,Albuquerque Sampaio - ME,,"Estrada Costa, 11   ",袖ケ浦市,JVXSFROGJZO,GB94XVIJ65903859985870,Frank Curtis,,
100,0000000337,AT,60982991,8605540619,,,,有限会社阿部通信   ,,87763 James Loaf Apt. 176   ,Gallet,XGWAFRRY,GB65KLOP87206653616158,Katie Lee,,
100,0000000613,FR,15874105,0722484318,,,,池田情報有限会社,,Paffrathplatz 9-6,Fonseca   ,AVGOGBRQ,GB75VHIK74057588962169,,,
100,0000000930,AU,27617994,7947650527,,,,Bolzmann Hornig KGaA   ,,"Parque Casa Grande, 34   ",Saint Marthe,BDZAGBMTLNI,DE73829061851084057757,,,
100,0000000186,NL,53867408,9670752421,,,,Joseph Inc,,4859 Mercedes Islands,Worbis,QSIPFRWLROK,GB94ICKX32318380266827,Edward Gierschner,,
100,0000001307,CH,91549929,8313988172,,,,合同会社山本水産   ,,"Avenida Sousa, 2   ",荒川区   ,HPCAFRR4,GB74QKLR48525813581947,,,
100,0000000590,NL,58122776,4770777796,,,,Jacquot S.A.R.L.,,"Condomínio Otto Lopes, 79",New Anna,TRLLFR1W,GB76QRLS62108156702856,,,
100,0000001912,CA,71108623,9230695575,,,,株式会社石川農林,,763 山本 Street   ,Veronicaberg   ,WAOQDECEPTE,GB73WIOS16212982328118,Isaque Fogaça,,
100,0000000658,MX,30561589,1489027360,,,,Stephens-Brennan   ,,71 Jenkins Branch,West Timothyborough,VNHSDE0CE0W,GB51DZOL11002808041796,,,
100,0000001319,BR,89195136,4220111301,,,,Sousa Ltda.   ,,rue de Bonneau,Regensburg,FGLFGB5ZP5T,FR0374030887159485355175846,Philippine-Nathalie Arnaud,,
100,0000000495,ES,63181455,3332326505,,,,Pichon,,0 Parker Land,Moreau-sur-Jean,WWMFDETI,DE72113703966628846337,松田 直人,,
100,0000001363,ES,99178640,4412864737,,,,Jacob GbR,,Till-Trüb-Ring 1043,North Jacob,OLCFGBDW,GB80OKEU53328658289768,,,
100,0000001657,AU,12030600,7766666371,,,,株式会社佐々木電気,,75 Lewis Divide,Passau,UATQDENS,GB85UNBQ63570380236157,Keith Knowles-Manning,,
100,0000001402,MX,43967179,3253476814,,,,渡辺印刷株式会社,,"5, rue Grégoire Germain",da Mata,FWUCGBAS,FR6524959860687802939955735,Michael Sims,,
100,0000000865,GB,22235201,4554269286,,,,Waters-Garcia,,538 Howard Mount,Viersen,RVFAGBDA0QG,GB27UGVP98080350241008,,,
100,0000000054,CH,07177355,8466575363,,,,Wilkinson Inc,,Gertrude-Krebs-Straße 7717,Pereira dos Dourados,HDAHGB0O,DE38799172278182757880,,,
100,0000001705,MX,81188812,4858297172,,,,Cohen,,"Flat 1
Helen Canyon",香取郡神崎町,LECJFRXH,GB55GXPK43536207478428,石川 淳,,
100,0000000666,ES,06443697,0857383739,,,,Correia,,408 吉田 Street,Macedo,ARSGFRO8,GB69EQPZ53780642277286,,,
100,0000001915,IN,69508764,9507319772,,,,Etzler,,440 Villegas Key Suite 490   ,South Malcolm,XQHGGBX84Q5,GB50XKWJ49021903231255,,,
100,0000000236,FR,12241925,2439841351,,,,Pruschke AG,,604 伊藤 Street,Holliechester,PWEGGB6OL2U,GB02VKSI21261753342376,中村 陽一,,
100,0000000592,IN,83925517,3938266685,,,,山崎電気株式会社,,Buttegasse 33/91,Almeida,LIOUGB5VFST,DE22595828091336324304,Ravi Porto,,
100,0000001070,PL,55020922,6525767943,,,,Hughes LLC,,"Setor Isabelly Teixeira, 45",渋谷区   ,ZZQNGBU7BS4,GB96ZTPP54147273807000,,,
100,0000000764,MX,14961678,8727072668,,,,Pires S/A   ,,chemin de Chevalier,HenryBourg,XBKKGB1YN9C,GB64DVXV66091885424661,,,
100,0000001180,IN,98120171,3244992894,,,,Ribeiro,,361 山口 Street,Eckernförde,XCAUGBNSN7V,GB50VOQI86568415638582,Adrienne Sanchez,,
100,0000001747,SE,99483432,5901726767,,,,株式会社橋本通信   ,,45999 Carl Drives Suite 105,Phillipston,BMHJFRRY,GB16SWJS98825654765501,Dorothée du Leroux,,
100,0000001593,ES,76367998,4949650805,,,,Edwards-Francis   ,,"Quadra Camargo, 29   ",Jarvisberg,ZPKJFRFH,DE97493479655597093149,,,
100,0000001192,ES,25716203,2333228650,,,,Montgomery-Garcia   ,,50432 Jason Track,香取市,OFWTDEDV,GB77HSNX94815134770220,,,
100,0000001162,PL,42125285,5060226630,,,,Boucsein Holsten AG & Co. KGaA,,"90, boulevard Henriette Petitjean",Lloydhaven,DUWDGBLM,GB33AYOR55721886990730,,,
100,0000000091,BR,18108073,7077924175,,,,Huhn KG   ,,879 石川 Street,Costela de Pinto,RMJCGB78,GB93HGBW03928147704933,,,
100,0000001256,CH,62156671,0192223551,,,,渡辺印刷株式会社,,87 Martin Hills   ,Lombard,QIJWGBGR,FR6964645242450405335296278,森 和也,,
100,0000000903,AU,47085180,8322969056,,,,合同会社坂本印刷   ,,811 Osborne Curve,Ruiz,NJXWGBW8,GB15XDIT86958950780160,,,
100,0000001745,BE,64400925,7434861848,,,,"Kelly, Williams and Hartley   ",,"Área Júlia das Neves, 745",Allard   ,EQVWGB4C,GB33FJIP90959659831034,Jade Pugh,,
100,0000000102,GB,73752299,8269859461,,,,Fernandez Julien SA   ,,"Studio 0
Louise Wells   ",Dannyfurt,RTAIDE35EK1,DE47147373232931746418,,,
100,0000000601,AT,66500217,7069786007,,,,佐藤銀行株式会社,,8838 Brown Crossroad,North Joel   ,PPPSDEDOWKI,GB90RPMR12290451072090,Kevin Silveira,,
100,0000001744,JP,27688912,1297854864,,,,Segebahn Köhler e.G.   ,,Xaver-Lindner-Platz 49-99,Perez,LRBUGBQU,GB25BALE09161762044232,,,
100,0000000809,CA,09349649,1205463297,,,,Moraes Fogaça - EI,,"73, boulevard Roger",Sainte Suzanne-les-Bains,QODMFRYJ64O,FR5918764397142576617212885,,,
100,0000001534,US,12808034,1716249605,,,,Klemm,,973 Debra Rest Apt. 373,Rousset-sur-Mer   ,ZALLDEHJIBI,GB18EJOP96062771897658,Karen Miller,,
100,0000000347,FR,29326461,1592118023,,,,太田食品合同会社,,8 Watson Estates,Cassiano,HWKNGBQL6QL,GB90GVDE10292082608080,,,
100,0000000571,FR,70520290,4402121783,,,,Jones Inc,,132 Margaret Mount Apt. 099   ,Barnettburgh,DNRYGBY3,GB84YNYW37416593586355,Dr. Nicolas da Paz,,
100,0000001936,FR,58364472,4838479508,,,,Loos   ,,"Studio 50
Anderson Glens",Viana do Sul,QQVVGBMEC6R,DE14401349386131354185,Aimé Blanchet-Vallet,,
100,0000001206,CH,14903224,6968949057,,,,株式会社佐々木銀行,,"Flat 8
Mark Street",Bouchet,LFZAGB32I86,GB40BDRA95806817900460,,,
100,0000001295,BR,40689433,8003861546,,,,Rezende,,522 Klein Cliffs   ,CamusVille,NIFUDE62,GB90PCTX48077006843691,,,
100,0000000062,KR,79824540,4858208472,,,,山田通信株式会社,,250 Guerrero Spurs,Sousa   ,NOQAFRBRP55,FR6172124446217307804696750,,,
100,0000000335,CH,39903763,1631907913,,,,Briand Turpin S.A.R.L.,,"Núcleo Dom da Mota, 39",Alves da Praia   ,XHYDGBT4Z4Q,GB11DDAO19100687301768,,,
100,0000000297,MX,55959452,0839626581,,,,Patel-Hudson,,Piotr-Bauer-Allee 8-5,Potsdam,XUGLDEFONOR,GB42MCVV67037245619493,Iris Beckmann-Striebitz,,
100,0000000891,BE,50285192,5240924690,,,,Rodrigues Caldeira e Filhos,,"Esplanada Vasconcelos, 74",Wolftown,PGJFGB1B,GB31NXYT96489149755248,Vinícius Andrade,,
100,0000000973,CA,58823029,6586593043,,,,Wright-Byrne,,"Studio 16
Harriet Radial",香取郡東庄町,MHDVGBPE,GB86IFJA12482041891325,,,
100,0000000137,PL,14152973,6665182114,,,,Morris-Lewis,,55498 Evan Viaduct Apt. 109,Azevedo,ELCGGBV6,GB56SQNN44196684095640,,,
100,0000001054,MX,85278477,9772829566,,,,合同会社中島鉱業,,"Setor Beatriz Porto, 121",Diallo,TFDMGBDZ022,DE53016649135814732931,,,
100,0000000161,BR,62185913,4997680702,,,,Borges,,Lagoa Cecilia Monteiro,Hesterchester,NYSHGBQLTSV,DE10571079240175760128,Mrs Rita Watkins,,
100,0000001656,PL,23737143,0904520286,,,,Pimenta Azevedo Ltda.,,"4, boulevard de Langlois",Waren,ROAFGB27TS3,DE08348985074928727866,,,
100,0000000763,AU,86333421,7299851225,,,,Grein Groth,,"Travessa Maria Julia Pires, 73",Jena,JYODFRPMVQ3,GB63CEWS36380127890064,Victor Martin,,
100,0000000978,IN,21099002,9623615882,,,,有限会社松田水産,,Anne-Kathrin-Gerlach-Platz 2299,Howellshire   ,GNCSGBWN,GB85KNVV18578503575188,,,
100,0000001294,IT,39641849,0395751491,,,,"Wilcox, Padilla and Graham",,boulevard de Payet,Saint Marie   ,ZJCFDEHXUHW,GB19VZLT00646204277021,,,
100,0000001564,PL,73275999,5283900489,,,,Villa-Newton,,Seipallee 8,Wolfach,DGBSGBLTJEA,GB90TPTC95934007101315,山崎 七夏,,
