BP_NUMBER,BANK_COUNTRY,BANK_KEY,BANK_ACCOUNT,IBAN,SWIFT
0000004421,BR,11219150,8505558997,GB90TZAQ00856958953743,JXVTGBHF
0000004453,KR,03036210,9872152805,DE96129281238907549048,QPPXGBUZMKZ
0000004599,GB,80765693,2407308331,GB71OWAK06787122920774,TISTGBN8Y8D
0000004550,JP,12712955,1738454553,GB49UWGM02955647492100,CQZCGB7YDS3
0000003825,SE,58241366,8243923351,GB31EFVN84641289125565,ZVVHGBFV
0000003199,CN,73579243,4631715605,GB59NFBT72743601180673,BMSHGBX7BX1
0000004589,BR,80795140,6246028993,GB18YNSH43069789315847,IIOFFR9P
0000004631,NL,40699723,9547589562,GB98EGSY61829062941403,KNYOGBX5
0000003091,ES,34560287,2749403898,GB03PLLJ37047898249425,PFQWGB4D
0000004464,PL,96411056,7311007360,GB43VLSY01928866690101,KUIOGBU9
0000004686,PL,01436599,1795279280,DE70903936549649928990,ZIULDEUF
0000004278,CA,32634731,4294430685,GB11UFAG56682167592323,XKSDGBFV
0000003175,MX,10364012,0281715042,GB02OSJI88777294006663,ZPYUGBA3
0000003324,CA,77404592,0692377843,FR9316403550183875060018506,IPOUGBJ4GSB
0000004870,SE,30467357,8854409719,GB47RJQV11869756877036,BIEOGBTW
0000004433,CA,12311928,3945977093,DE50504860182492975194,KVYHGBVG8UR
0000004153,CA,28956308,8860055766,GB92SLIN69903485843393,RTMUGBN7
0000004930,US,04420981,4562777509,GB26SMGJ51516964569212,EHJFGBB8DKA
0000003466,GB,59725917,2790981903,GB75FFHW61678889055336,RHJYDEK5AWL
0000004770,ES,09983920,5380550158,GB45MIGP81113320726200,XJLQFRDC0TI
0000003028,US,58198998,6478333225,GB69WXWF14440076047038,TCEDFR8934X
0000004876,ES,75831120,2407199355,FR5421323267099016880260273,WNPNFRZ8
0000004746,MX,66764876,2057676841,DE98680856624186251938,KVDEGB7O
0000003879,KR,83178177,0214902437,GB64WPPA31354769637473,SLFWDEL5
0000004576,CA,10673896,4573977153,GB97JYFX05467069788586,FEISDE0L
0000003128,IT,41763623,9145797248,GB06ZCSL72116162433458,KLTDGBII
0000004259,BR,17649269,8047572392,GB51IZDG18786709920339,PGKJGBZM
0000004100,AT,42643640,1526571067,GB90MYWM72022607423757,DHNOGB12
0000004633,AT,82478114,8289774375,GB41YWJZ02703872832488,QFXGGB3R896
0000004998,DE,20732407,4764213304,GB70SGUQ10356372564611,KQIUGB8D
0000003047,NL,00563382,7083563539,FR5318933491105870774308601,ONJKGBMK
0000004558,GB,56116030,6124980590,FR9631447168500771826934209,LIRNGBB99HU
0000004100,CH,42737390,9521794816,GB56ICTG59940164755782,XMRLGBWG
0000004560,CN,32706929,0709548522,DE03643550959353431933,WPLCDEKL
0000003418,KR,89525541,4016611683,DE47642210567830628667,CTTVGBU2
0000004345,DE,82638844,4602363156,GB43SFDG96610685896523,PVZFGBZJ
0000004880,KR,26202381,7446641854,GB17XVKD60301355897325,XVTAGBJI
0000004890,GB,29268322,5783389522,FR7314137870709122962167605,OTRQDE6J
0000003048,IT,19646372,5601268956,GB46PVNI70101176842109,HGWQDEF3Q1K
0000003262,IT,54558227,8790176844,GB15DYLG69776253575639,LYITFR24
0000003952,MX,01790226,5022208429,GB71GYQR39235079495485,VYJAFRWQ0C4
0000003103,ES,15926413,8346628389,FR7085432765708144800596652,FENGGB84
0000004827,MX,06501065,1241567227,GB11DIIR81118633928623,JNDAGBP3
0000004251,US,81859853,6598019688,GB58MEXT39348783676789,WQWVGBRL94N
0000004632,IT,56833921,4898749401,FR4189451814662895046995561,AYDCFRD37EK
0000003936,CN,22515966,1315252047,FR6384393990827883623986701,TNURFR52
0000003197,SE,36848234,9465018060,GB49LJWT45644009356308,LWAGGBME
0000003196,CH,19530538,7236673143,FR5303683000095179349667279,KXLWGB24IJE
0000003692,SE,12924908,5826661362,FR4908464341898034916859721,HSBVGB0B
0000004924,FR,41498878,7741924101,GB77ICRN00263557512397,TSJMGBRT
0000004591,NL,82711183,1261332198,DE90010394584014630369,XBHPGBVC
0000003595,MX,54968360,5093120800,DE69323460510306874453,ZHWYDE2U98B
0000004925,PL,86867433,0037169453,DE70246368872187006710,NATQGBZCQEW
0000004501,SE,35966073,5903452843,GB91WTKP27643686678037,PSXYGBXG
0000004914,GB,93504007,3808252148,FR1668525099371050083519133,EHTJGBLW9DO
0000003726,BR,50703311,6210445867,GB29OFLH10992245421791,EEWGDECB
0000003446,CA,93556047,9701433686,GB74LSQG22303558256457,RJOZGBCL
0000003589,US,61718031,9033621905,DE91427943248291838632,QHNVGBZI7S1
0000004277,AU,69691924,3693875718,GB26FRTI91301106848281,MJYKGBNF
0000003155,CA,86417631,0295744742,FR7010029813799287469944400,RNDBGBKY
0000003935,DE,08544235,3784398641,FR1101552883478968684589599,BYFSGBBNY8I
0000003954,JP,96342268,9720530667,GB59IBRO18913134974441,GIKQFR6V
0000004045,PL,93882386,8251350651,GB03NDFE86273954896740,ZKDOGB72V7J
0000003782,AT,83525302,7671515963,GB48GUOR17467930493871,JXQDGB8G
0000003990,CN,40341624,4476737014,GB74MIOD60839887125245,FXIQFRVP
0000004950,BE,16967632,8624492513,GB04RSOF02247216458065,ZPDBGBFK
0000003975,AT,52753999,2816110991,GB37AOAK76786529088045,TPLCDEKAL2P
0000003179,CA,50701668,8232568842,GB62WOME28459998612934,QNQSFRSQ2TL
0000003543,CH,73840188,0482417459,DE06888811151244431526,AERPGBRSN24
0000004476,IN,73933112,4319143129,GB79IGBU99577227975972,OKHPFRS6
0000003368,AU,08327687,0433115800,DE65776417345967181155,VOMOGB5O
0000003505,NL,10702814,8963762505,DE31650107939292810417,LVVHDERL
0000003719,CH,05045419,4253411092,DE51744386506874696310,KTFJDE93FDO
0000004121,IT,85605755,8355196458,GB94DBVN97758386881585,SYXKGBHLD4M
0000004150,ES,76988455,9456863616,FR1199145847928726666752218,JSWNFR3L
0000004545,AT,46644750,7631185134,GB97RBDR33077496815654,XXQDFRQC91F
0000004185,AT,59686427,9890437682,DE18272109716365592224,XNBCGBO05GV
0000003107,PL,78049760,9268159736,GB82AXLQ80448123614319,SHPDGB7YMUP
0000003961,CA,75299137,7872069602,GB04VBEK18558948861899,WIYVGBWX
0000004590,PL,18885299,7915251476,GB25YGBP18369763767924,HQCAGB29LMW
0000004127,MX,44405459,7038471773,GB72ETGS72348940755006,AXOYFRLCV3C
0000003702,SE,55457945,4208050425,FR3193214497782757253532499,TREIDE6HO78
0000003746,ES,56756574,3112946621,GB72SLTG76849494134742,ODKZGBW2FL1
0000003278,CH,36122049,2668803866,DE02100431235748245427,TDTUGBZV
0000004665,NL,63548317,8933626964,GB10VOHL37160501379288,BRQLGB8F
0000003831,CN,78529536,4140551685,FR3645963997952062837504519,UOUQGB5N7AZ
0000004948,FR,20170616,4730138146,FR8350123149057701411453857,DSZBGBO3TIS
0000003327,DE,14408164,6261997979,GB89TTNK99607141569169,CYWKGBSQ
0000004968,JP,51697478,7954594286,DE74983965874214780421,SWCFFR74YNE
0000003141,ES,19474149,1427633800,GB11UIUF75593262681948,ZRRYGBL04XF
0000003138,CN,56621332,1043211047,GB57YLJU44971513686910,SHBJGB1I
0000003639,CN,20024843,5562414626,GB32GNTU31059827603774,OOVEFR5IR6B
0000004169,BR,43223495,4603360574,DE67022786510872489404,KNOXDEQBMSP
0000003083,BR,82092218,4401440993,GB69BAOZ76154230835310,YUNOGBB9
0000004081,IN,57209097,6273001270,GB78CCGO80059740315210,OJLKGBKUUOP
0000004689,PL,98879082,3592142681,FR1478858289156552860024435,KIZLGBX4WE2
0000004698,NL,67691486,7435218521,GB82BHDS60652747637896,FNMRGBEZ
0000004713,CN,14855323,3994051918,GB75MHOJ71330380037006,JNWIFR42
0000003159,NL,79375720,1075733702,FR8694333751128515209719848,QKRPFRRD
0000003310,AU,05668531,0874867758,GB94RJHF46401758633684,UQZEGB2Y
0000004940,PL,84915154,5690388897,DE62319522611010748371,CEQMFR6B
0000004858,MX,87194082,3102638666,FR7499187809574050172786879,HOZKGBG1HPI
0000004815,JP,69128916,4100231384,FR4590370900132212207918925,WYIGGBJ9
0000004794,SE,29312658,7417080446,GB08JPCF92625439043268,TKJPFRHR
0000004290,US,07122370,4393130593,FR8247404399019749246022658,GQCRGBVH
0000003498,FR,40237221,9391506220,GB09CKYO30453355112460,PUHBGBR5
0000003812,IN,70831149,5543756087,DE66324823244035894498,CEPIDEWG
0000004746,CA,67004417,3129578091,GB27TJZL11124110419765,PURIFRQ2
0000004615,IN,72699327,5944321307,FR6310477873184333483766638,GPQDDEAF
0000004158,AU,38358220,9970504854,DE71339219955242324295,XTZWGB3S
0000003585,KR,67281523,9772565478,GB65WWUZ77358226491058,FLRBGBAW
0000004354,DE,52113348,8994685174,GB75BIYY37594022002999,CPADGB0N
0000004824,DE,67983981,1270761260,GB62UMTQ64964531946200,QTWVGBH0L59
0000004673,CH,92787789,7677213192,GB57ITPS70247867979248,DACCGBSQYT7
0000004973,AT,11654198,2057582885,DE27164001536520883132,IGVRGB90Q4H
0000003841,GB,77470090,4970500212,FR0673725411704301317924808,LQSNFROT
0000004949,CN,18982984,7672407050,DE68077978570937484380,BKDXGBI24Y9
0000004703,CN,85105130,4621644974,GB47VUQS54134260120442,XHTLGBQF
0000004615,BR,24890750,9481473173,FR8050505368629947416345702,OVZGGBU0
0000003990,BE,43957277,9897546602,GB31GUUK64458486890568,PENAGBDLVOF
0000003591,IT,65168065,8615445467,FR9341191038893762868176676,WKKTDEIX
0000004511,CA,67928573,3658313711,FR9122314655821235163619029,QHQRFRTN
0000004437,NL,03063992,8409480092,FR7857663710352627658041767,HXZZGBEDU64
0000003389,AT,34684187,1685041036,FR2692710325329483502797735,HNBWGBZQ
0000003713,AU,83621005,1551586101,GB45UWAW26777472792106,LBRUDESC
0000003822,NL,96759211,1841641844,GB15GGUK82797648406889,CMDLDEXE5QN
0000003913,CN,70849199,2305194414,DE82413671158793116679,JUCHGBUFKZC
0000003507,DE,17567391,4930521671,GB44ZFOG65379719139729,VWPEDEGM
0000003899,BR,70874288,0233636847,GB89XWBX50461052249652,XRKMGBBZ12N
0000003237,JP,32186108,4586453639,GB76LPXV34670363418366,AUJHGBC6
0000003307,IN,09687048,4862537078,GB67NBJU60067685523692,LGDVGBDB
0000003246,US,96346497,0702924675,GB30KILN74097096064248,UEJPGB73OQT
0000003495,CN,53513604,8739619045,GB41SJVF94864737827679,GBTRGB4BR8K
0000004777,AU,24200606,1362670769,DE70464879312189579417,NBXDGB1LNU9
0000004910,MX,08860861,9784587606,GB34PQDE98337570765534,RQYVGBUJ1L4
0000003677,AU,61018669,8928883409,GB97JBSJ55758788796301,AUVZGBMSHJ3
0000003917,FR,78429455,8597311552,GB56MUYD98301591180954,JNDMDE2TBCA
0000004759,IN,30972987,7232927383,FR0643790350125792442411386,RSVAGBA4
0000004463,DE,27269757,7881304484,FR5545992467091553736586151,EFMLGBJH3YY
0000004724,US,68984960,2851786628,GB12OTRB70829457298499,WZEAFRS8B4O
0000004340,US,82743084,3314743169,DE22011197150779309288,LTZSDE7UC1V
0000004242,NL,97023743,1009209952,GB89XMXO44359990057571,POXJGBFZ
0000004766,GB,19445576,3939031740,GB71OSQD49504467436964,VBXUGBS3
0000004821,BR,05052292,9786824795,GB34QAFZ94752046326379,WJMDGBCY
0000004504,CN,72556571,5192479262,GB46NQVW00705741889778,YAMQFRRP
0000004636,AT,87376092,7327586145,GB16KDLD51684878125851,JMMIGBI1EI7
0000003676,CA,93181057,7195805494,GB62GLEP51822438420067,ZFOUGBIW
0000004922,ES,78674647,6272315126,FR8725986193809301506870501,DQGGFRER
0000004736,US,78084341,7405321863,GB19PHAF89668106116719,IUXZFRFG
0000003699,CH,33258976,5497334880,GB53IEWF01393341291318,VDIQGBCKDXL
0000004176,KR,75765063,8910529838,FR9629946887108974402165152,XWQYGBD5TP3
0000003116,FR,34717418,9558740035,GB87WYBM72836477423885,GVQIGBZX
0000003483,ES,25271359,5046701528,GB52MEWW69436912577063,OHQBFRTK
0000003975,IN,52044440,7708907554,GB70PDAC61893938001078,UOWQFRLZ
0000004057,IN,66505949,0696794682,GB75DOJP71375223622614,AVBKFR96XEL
0000003544,IN,79449154,1390766966,DE45464882281152008403,JTXWGBA4
0000003462,DE,16038032,2348233692,FR1508943149498134659709328,MTQZGBKJK93
0000003191,DE,69164965,1575485205,DE70651562170711723959,UAONFR41QQ9
0000003909,ES,24038174,1537277523,GB66LFXK12012902587145,AHKFGBCA4GJ
0000004423,JP,80360508,7372646211,DE66546637194721562512,QDGVDE84
0000003565,AU,87549353,6904807414,GB38TDAL46444555569763,XLBGGBSGPPB
0000004986,KR,11979057,0057329850,GB06XXQD26982417084750,AKIYGBI58FY
0000004401,PL,14494178,8142763780,GB67NLJU69483075995613,OQMKDENF9U0
0000004813,BE,54448801,1497475134,GB56ZZIF25578698593933,RUCQGB23H4H
0000004490,FR,64871386,4230562065,GB95NOWQ45086529232910,SWCHGBVB
0000004245,CA,15462063,9146570453,FR4474755266380456168325670,IDNMGBW9
0000003478,ES,25110567,9088117092,GB97LOEK40051380313734,CGCTGBYH
0000003821,SE,50484994,8504649964,GB02WTXE65002333726301,ISYCGB619Q5
0000003675,MX,56275256,3744783090,GB69VPFL14972592782354,GOJOGBJG3XS
0000004265,US,63701172,0651526118,GB60CDFF76459369040419,NRHVGBN7
0000003313,FR,99970958,2768798030,DE58776735846362539393,ZAWIGBNS
0000004552,BR,32924263,5175193895,GB40UTEH22446087884796,YMFZFR6R
0000004737,CN,11069863,7785382675,GB26INLN21096092224923,KINBFR3ZT7T
0000004878,IN,63895873,0441060505,FR3698505272660798325793070,DDKWGBDT
0000003148,FR,65848956,3534425203,FR1018900056195333793584625,AAEQGBKWFGX
0000003482,NL,69367250,9073527627,DE84592240316102853075,VORDDED9G5S
0000004861,IT,85000243,3655472844,GB32MKTA59087819686723,TABBGBSJFC9
0000004350,IT,36847156,9700469624,GB70OHXM78436068408430,FBCPGB972PP
0000003291,IT,84745706,2426063963,DE81340273222704384258,JRZGGB9UTCB
0000003677,IT,05385471,0426830476,DE35182075762893329066,DQJTGBOYZU5
0000004892,IT,62548768,1924421554,GB73ZDMZ26057035999315,AQAQGBXIX9E
0000003792,IT,00379714,4714626200,GB98NMFA56155565007774,ZNDKGBTU96G
0000003098,JP,62063981,8474459579,FR0586966771850864775583769,ZGFJGB61
0000004442,US,23616932,4671319329,GB80ZQIY44635195043910,KFGBFRIQ
0000004663,BE,11890345,7002605141,GB12TAZP02512639680040,BRZNGBM6
0000004249,NL,82117211,8561463708,GB50BESW01059447006493,RWJNGBOPAOV
0000004155,IT,03102584,4253697126,FR5562705154216691746306598,KQJEGB22Y39
0000004603,AU,31500343,0550668376,DE60092459975399974118,HBDFGB16
0000004531,JP,79888121,7261119884,FR5531884391431811925335252,QEJXDEPVT9D
0000004029,FR,85351627,2143440705,GB69AQJH59863165569573,VUZIGBA0F7C
0000004877,BR,72929062,9079772102,DE49310125822237384532,GBPKFRTEI00
0000004966,ES,20199362,3345625172,DE17875641282215742389,RMLXGB8JE6N
0000004073,CH,71895424,0718948267,DE64351681943468726834,TJVNGBPE
0000004496,IN,97559981,0534948687,DE10048642892303425115,UQYTDEQI
0000004939,ES,94887592,7705031309,GB62KRGV96827107682657,SWTNGBOMD7Y
0000003588,SE,10885102,3895441454,GB90DFVI52572738383123,SJFYFRHRTMR
0000004143,ES,16611551,0344503653,DE33450580348683912259,RFSJDE649MS
0000003223,CH,39930682,4658863281,GB04CWCL37609523804901,KXOJGBFU
0000004762,GB,31974665,9924592290,GB50HHXQ19879382541662,UQZSFROAFD6
0000004770,CN,26335150,4791322937,GB71BMBU08605390987124,XHPRGBO9
0000004380,KR,44184764,2660254520,GB67KRWJ67686465329104,NFSFDE7J5EM
0000004714,BE,11489266,5978404705,GB59NKBF80144063587942,EIHXGB8I
0000003230,BR,75602360,8107051275,FR2363634325427351533856581,OZOKDE2K
0000004062,JP,17908506,5268506605,FR7171803656467994445447121,TEEAGBTV4LX
0000003578,SE,01880689,8242658239,GB16TWVW92227531735463,IPMTGBVEYMR
0000003355,JP,57648635,8992459014,GB42KSIK79388126212971,ILPHDE1479J
0000004917,BE,54823654,2791353983,FR6062588684103259246193728,ZESRGB2F
0000003261,NL,78966114,8244830436,DE69160269122508620589,TZDQGBMXVX7
0000004677,IN,24266211,0071264275,GB86XTGB90821460412298,DRXVGBN3
0000003846,BR,87210570,2140202908,GB74JHOP97593998674253,PBHNGBN5QE0
0000004317,DE,25062231,7728739512,FR5656589600583112859402707,NBKGFR62
0000003298,AT,70269111,1232418905,GB54GNXX94971097223997,JFNGDEM15MP
0000003544,IT,06498666,6011267583,GB36DIVX33699649943310,YAEEGBSD
0000004855,CH,23259505,7508971331,GB40XPOX26798861263258,LBIADEEGIHR
0000004408,IN,77993511,9221565895,DE74614855551258084723,WDSRFRO3
0000003289,US,95688512,7447454639,GB37ESFI75590149781518,GWUIGBE834L
0000003012,SE,72739141,4347832198,GB51TOSK96994819038445,QCPJFR7C
0000004302,AU,68402115,6856889891,DE23325194851373041567,RNJEDEYIG5Z
0000003498,BR,98638469,8922120488,FR4543250827852458402367775,ODEVFROOIN4
0000003298,NL,21968445,8463029344,GB31BWAW42262095902017,WZNRGBBD
0000003459,MX,18447240,4766814008,GB07EGYF25059079460880,RUWMGBI7JGQ
0000003277,AU,32405184,7457580100,GB76VIBZ66877191299793,TPPDGB4DZNP
0000004520,SE,42832044,6088445666,DE46854438614642011666,GQYSFR19
0000003406,CN,26221426,6680609465,FR7777238348441579582439628,IPOGGB3D8AA
0000004698,CA,46854225,1336689069,GB90GXQF05895052062734,WVHEDEQLZXQ
0000004398,KR,51539471,1087274892,GB10IYYA37250676303385,TQEFGBQAMHE
0000004115,BE,32029727,4147079067,FR4518018673217554274664474,QZIOGBX4NIF
0000003249,FR,34684709,7665351704,GB07CJJZ79955104420000,DLQIGBB1
0000003118,KR,45938938,3213389508,GB67OUSA11857813594377,SBLFGBRO
0000003396,IT,90186497,3462350705,GB39AKPU14042821956652,UDLXGBKM
0000003407,GB,35519658,5256100022,GB07CCSZ18402197374610,INBUGB03YPR
0000004330,DE,65016048,4250379976,FR4607412570764986629127548,ZBGYGBVD
0000004464,NL,36039397,5589316377,DE57862877362049457900,JBGEGBE8TJL
0000004577,IT,64139285,8761284436,GB15GZUA72538491445948,VJWSFRYZ
0000003955,DE,83913899,1091322308,GB78LVCF39817201506760,PTXQGBG2DM3
0000003087,AT,63029661,7694095950,DE05110584498920453577,GCSNGBN9
0000003609,JP,79548183,1193132559,GB70XDIV81747119713477,ZWZMGBNEZB1
0000003733,FR,65599462,2313060762,GB93WFRL34491941052375,MDSFGB74
0000004862,NL,75042000,6301350305,GB02EWJO90562632301235,EVGGGBNI7HO
0000003482,AT,06791436,1458995424,GB28WELJ10632947617806,TPEKGBX8
0000003702,IN,99220933,6307027005,DE92230467931192194913,LVOMGBYIRZP
0000004422,KR,92242121,0168012444,DE23511494647491158038,JTCQGB3Z
0000004767,AT,08059612,1521408103,GB85VDGF48879462367091,PYWKDE81
0000003187,GB,67424837,2370195637,DE63843626681217477252,LWXODE71
0000003131,US,15759332,9750051234,GB34THOX01055324989910,UJJEGB6P
0000003012,SE,62803273,2775120644,GB06CVHT51606228072544,FKVAGB4A2VO
0000003095,SE,83857804,9577064124,GB05DXJV93677928330355,YMRXGBGYI2F
0000003377,KR,20360150,3952401694,GB17IVTW77070378235393,FCECGB3ZV0O
0000004846,GB,26631219,2045148192,FR5077804873244824375145468,NBNQFRAY
0000003313,FR,24105870,2036577539,DE62340300159024564384,ZMMAGB87
0000004843,ES,04977426,8279668539,FR7565092451879116746436303,ZPPRGBSA601
0000003038,JP,24832710,0343849990,GB10TUDY14823029835605,DEAGGB7ECMK
0000004296,AU,81516706,9295288787,GB36DQNM09173993165736,YYCDDEII
0000003871,PL,70151546,9317888186,GB77MTGU23298053391318,GBYZGBV6
0000004290,JP,04956648,9430627877,GB28WJIS71798687208966,DVWYDEJB
0000003088,BE,02979912,2312571993,FR0746577791681569595739931,ZRFHGBIK
0000003990,PL,99026193,4684622264,GB28SLJS60574825593407,SWDWGBVU
0000003410,IN,33049133,6543262607,FR6170573205407563086864373,YNKGGBUHRQ5
0000004718,KR,56455201,3717466708,FR0680106489327638100617482,TFWAGBSY
0000004757,GB,63786508,4080227816,GB36NTAO13576558870315,QEQZGBAFR0B
0000004410,JP,41575004,2313468550,DE06205524024290599191,UBDEDEQQ
0000004282,CA,32473616,7413664612,GB05UKFJ64049021276305,HQYUGBQ2LRV
0000003110,BE,20791949,0606184631,DE44156708995340809833,GLRQGBU3
0000004849,IT,35713507,3376587490,GB43SHVD25859836821987,DNPUDEVNROI
0000004509,DE,42061460,5695882022,GB46STSP42911568379221,NVCCDEVPLQZ
0000004158,CH,28184596,5356425688,DE24221910589197829771,YWNGDEB0
0000003180,AT,97674426,4450451406,GB69VUZD76932465185359,YKEJGB0SHS7
0000003795,FR,60847530,4366346745,DE69177888258113891250,HTNAGBZJF30
0000003756,IT,10106434,3779605500,GB12CWOX90150132187563,JZDAGBC8
0000004823,FR,60550627,5186940067,FR5904211717371255964734472,PLYTGBPV
0000004396,GB,70830325,1737891084,GB16LBCK73474022798502,DKSSGBECP5Z
0000004031,JP,85946419,4870430246,DE51424166348893090346,FFNCGBMW
0000003155,JP,44850166,6871899409,GB93EFTV37061779918980,OTRNDETGANT
0000003759,NL,89710040,3302409939,DE57956348202042691195,QUNVDE1R
0000004012,JP,02329424,8856728960,GB16JIZR88252624257540,DHJGGB3G
0000003971,CN,69877856,4607799751,GB09WJMK17108104690504,HZLJDE06P49
0000004264,IT,60438380,6081713239,GB10ABYG85569868127509,GDCHGBE90HO
0000003580,IT,45972527,6758457793,GB02AMHQ96206266122264,ENDDGB91DZP
0000003179,NL,86075010,8008168416,FR3777546799170069746095414,REUUGBXA
0000003013,IN,12944551,9469398769,GB63CCOQ91724937913698,CAEUGBK2
0000003762,SE,29441344,8926567770,GB07JPLS27704751738496,ZUVQGBRANHR
0000004942,BE,56602390,5994026093,FR9629838549099327928091035,XPEFGBBZ
0000004647,AT,00416160,7962813617,GB98INWZ96798270077947,RUTJGBLA
0000003135,FR,90544114,6394483033,GB13DEEC23781103860634,RQPYGBFY
0000004119,SE,31668075,3570322857,GB07WGGW40747910217844,WJPCFROU
0000004505,US,96121314,7359339463,GB64AHHW46611331568903,AWMBGBEH
0000003197,IN,09629665,4288454471,GB51DBZR24366222326834,LYKGGBVCI5W
0000003801,BE,68388304,6563152690,GB28JLRZ98997806574227,SRLTDEYSJY0
0000003789,NL,20566170,2438214046,GB79DODK37260565889118,GAADFRQO
0000003460,IN,06787087,9571403863,FR7673312827881301643165199,CWHAGBMP
0000004514,PL,98077400,0723716391,DE09262609008631561640,TZHNGBYHNCK
0000003953,FR,40949241,8680145357,GB54LGTE94200587158857,MPBLFRPW
0000004992,IN,86302802,5631697415,GB31QOMQ74462649537477,HOTAGBMT
0000004549,IN,53711009,8761808321,GB09CMGZ66418849925501,YVJTGBWFJJ4
0000004181,IN,90972896,6164671429,GB95LWWT73856379849825,QCLBFR4V
0000003312,ES,30794874,5393954268,GB84JSHN38606201087919,DUUAGB0DOCK
0000004912,CA,46019657,0032899854,GB27PMGE00773554408593,RUKEGBZL
0000004219,PL,22746585,2039095013,DE29394297769634305298,BGDUFRIR1SU
0000004325,CN,14448442,0908324238,GB11OONH57425144325027,ITFDFRBDGZG
0000003210,NL,14983656,0847563165,GB25EPBS62886244257483,KDJYGBV8
0000003831,US,68989941,8397584548,GB30QSAS74729430134972,SLHPDENDH87
0000004953,PL,35498026,2925603185,GB56EHHH65191085896236,ETYWGBX1
0000003549,BR,62178023,9208701477,DE43535231485372024724,JZDAGBD4UP0
0000003411,GB,38044765,5956885593,GB10PNLI16122576676669,GHKXFRQXWVD
0000003993,IT,15563163,6165095860,GB60LZPZ60212091423659,IDFOGBEQ
0000003253,ES,39905147,3668948973,GB53GZFF91245156562926,MIDEDER2OLF
0000004945,AU,65387093,2125885035,FR2964800377044781873833009,FRXMGBJTOMS
0000004499,ES,25425002,1852190061,GB50USBL44950100119483,CHWRGB3VP8T
0000004489,AT,85943212,8020475216,FR8945729286502575775733256,NCSFDE0D
0000003754,PL,19462978,4428522160,GB22RYWR67187522416436,YGKVGBVFQDU
0000003142,PL,38139520,7187533749,FR0439593379756882722882033,EAJNGBB0KPK
0000004024,KR,55747840,2667810104,GB95SDNP96280289330215,UNXRDEG1
0000003567,PL,87639283,8550101286,GB50JPGR14577710676163,TAIGDE70
0000003924,BE,35328525,6760406727,GB96UGTD07647136910188,HNYCGBVM
0000003372,PL,42304408,1098684416,DE16021745959211942459,GNWSFRBN
0000004794,DE,81610063,1243198370,GB97OXIJ32698926772722,VDOVFRF549S
0000003373,SE,17832973,1713817122,GB72FTOT67445557915713,DBXADEPB8XM
0000004185,IN,65469774,3890568089,DE49884156282813786081,YQBOGBSPOL9
0000004401,NL,61470196,8373015426,GB36JDAB43225717993515,OXJYGB30NYC
0000003009,MX,66150692,5064912769,DE60446396624802325101,EOVWGBOH50K
0000003633,NL,82497304,0955435000,GB32EBEW30880951620190,UMXEGBLH
0000003966,CH,94698083,3026435541,DE10540894504976699482,GONKGBJ4
0000003257,ES,42734097,1981286857,GB79URPS69598638937824,FPSTDENK
0000003727,CN,35063553,3266310927,FR4645413420616290946437143,KPSPDE4ZZI7
0000003696,PL,73238705,6328999606,DE03484904951470128568,OKIFFRUHSEI
0000004477,AT,65046002,0172086734,GB28GFYC85506479867039,XRXLGBCI
0000004016,GB,95931442,7090177163,FR6719252121580960662661210,UGRYGBFAUAE
0000004243,ES,41117112,8168217635,FR8648191405911728370074886,YVLQGBOFYAA
0000004870,AU,93447059,6888132540,FR0480979013613506264512760,ABQBGB8V
0000003717,CH,49929610,0776525412,FR5738732120574609844311174,BKXVGBCJ
0000004930,GB,02269668,9504213114,FR1173134191907933531358198,RUGPGBODQF8
0000003705,CH,71824470,4551212455,DE88404470498443835247,BZDOGBA57HK
0000003424,IT,69068252,9725816123,GB62EKXL21320120871059,DGMNGB3D
0000004648,FR,72854654,9855043729,GB02FPSD85506696606816,KZFEGBALGHL
0000003415,GB,30179632,2939328364,GB08AAGX67171951606319,IOQUGBHPP3O
0000003895,PL,49262990,4558786174,DE96658812555089570820,RDKFDE8030S
0000003568,CH,83900600,6623383297,FR0913037981869013447150023,ZYEEDEMW
0000004753,DE,54312330,3510576158,GB89GOTD54279469813534,PZGQFRJAR13
0000004393,NL,51299848,5761174667,GB65EFZQ99161728665449,XIEZFRI8
0000004808,CH,69173665,4512275944,GB60NBZM63713540594097,ZDOIFRBK
0000003496,CA,96500089,8464538321,GB12KLNN89128260133900,DAZRDESP
0000003628,BE,33908227,7973406014,GB63ZPNU09104226327693,EFSQDEBOVU6
0000003214,DE,48688651,3709930207,GB67IUUM59180365121981,NMTVGB0J
0000003518,SE,09129507,3913133044,GB88VMNT95101239439706,ATZKGBJRXQL
0000004856,PL,40802542,8858282468,GB36WKAB66135998522994,RCNUGBT5
0000004235,CH,99888991,2502688608,GB82XYXC59133985170646,TBPGDEBTS3K
0000004877,JP,73444699,6025657474,DE28676290318813346933,LDEFDEGS9SM
0000003900,CA,06311950,9172504091,GB61GEIW77544003378973,WBTRDEHU
0000003183,FR,14306054,7755809980,GB90UOQU46147861466098,XYIDGBSC
0000004207,CN,85574733,2975226608,DE16914096298659477077,WTAZGBI5M35
0000004927,PL,92000646,9915478488,FR5926601947697448363248453,HWHOGB3CC6W
0000003753,AT,47783204,7907116355,GB12SPJW68244672716524,TAIHGBP9BG8
